,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
580,1919-06-29,Norway,Sweden,4.0,3.0,Friendly,Kristiania,Norway,False
581,1919-07-18,Uruguay,Argentina,4.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
583,1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton,Montevideo,Uruguay,False
584,1919-08-31,Norway,Netherlands,1.0,1.0,Friendly,Oslo,Norway,False
585,1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton,Buenos Aires,Argentina,False
586,1919-09-14,Sweden,Norway,1.0,5.0,Friendly,Gothenburg,Sweden,False
587,1919-09-21,Norway,Denmark,3.0,2.0,Friendly,Kristiania,Norway,False
591,1919-10-19,Argentina,Uruguay,6.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
592,1919-10-25,Northern Ireland,England,1.0,1.0,British Home Championship,Belfast,Ireland,False
594,1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly,Montevideo,Uruguay,False
595,1920-01-18,Italy,France,9.0,4.0,Friendly,Milan,Italy,False
598,1920-02-29,Switzerland,France,0.0,2.0,Friendly,Geneva,Switzerland,False
600,1920-03-15,England,Wales,1.0,2.0,British Home Championship,London,England,False
601,1920-03-28,France,Belgium,2.0,1.0,Friendly,Paris,France,False
602,1920-03-28,Switzerland,Italy,3.0,0.0,Friendly,Bern,Switzerland,False
604,1920-04-10,England,Scotland,5.0,4.0,British Home Championship,Sheffield,England,False
609,1920-05-16,Switzerland,Netherlands,2.0,1.0,Friendly,Basel,Switzerland,False
611,1920-06-06,Sweden,Switzerland,0.0,1.0,Friendly,Stockholm,Sweden,False
612,1920-06-13,Norway,Denmark,1.0,1.0,Friendly,Kristiania,Norway,False
613,1920-06-27,Norway,Sweden,0.0,3.0,Friendly,Kristiania,Norway,False
614,1920-06-27,Switzerland,Germany,4.0,1.0,Friendly,Zürich,Switzerland,False
615,1920-07-18,Uruguay,Argentina,2.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
616,1920-07-25,Argentina,Uruguay,1.0,3.0,Copa Newton,Buenos Aires,Argentina,False
617,1920-08-08,Argentina,Uruguay,1.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
619,1920-08-28,Spain,Denmark,1.0,0.0,Olympic Games,Brussels,Belgium,True
620,1920-08-28,Italy,Egypt,2.0,1.0,Olympic Games,Ghent,Belgium,True
624,1920-08-29,Czechoslovakia,Norway,4.0,0.0,Olympic Games,Brussels,Belgium,True
625,1920-08-29,France,Italy,3.0,1.0,Olympic Games,Antwerp,Belgium,True
626,1920-08-29,Belgium,Spain,3.0,1.0,Olympic Games,Antwerp,Belgium,False
627,1920-08-31,France,Czechoslovakia,1.0,4.0,Olympic Games,Antwerp,Belgium,True
628,1920-08-31,Belgium,Netherlands,3.0,0.0,Olympic Games,Antwerp,Belgium,False
629,1920-08-31,Italy,Norway,2.0,1.0,Olympic Games,Antwerp,Belgium,True
630,1920-09-01,Spain,Sweden,2.0,1.0,Olympic Games,Antwerp,Belgium,True
631,1920-09-02,Belgium,Czechoslovakia,2.0,0.0,Olympic Games,Antwerp,Belgium,False
632,1920-09-02,Spain,Italy,2.0,0.0,Olympic Games,Antwerp,Belgium,True
633,1920-09-03,Egypt,Yugoslavia,4.0,2.0,Friendly,Antwerp,Belgium,True
634,1920-09-05,Spain,Netherlands,3.0,1.0,Olympic Games,Antwerp,Belgium,True
636,1920-09-12,Uruguay,Argentina,1.0,1.0,Copa América,Viña del Mar,Chile,True
639,1920-09-20,Chile,Argentina,1.0,1.0,Copa América,Viña del Mar,Chile,False
640,1920-09-25,Argentina,Brazil,2.0,0.0,Copa América,Viña del Mar,Chile,True
642,1920-09-26,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,False
646,1920-10-23,England,Northern Ireland,2.0,0.0,British Home Championship,Sunderland,England,False
651,1921-02-20,France,Italy,1.0,2.0,Friendly,Marseille,France,False
653,1921-03-06,Belgium,France,3.0,1.0,Friendly,Forest,Belgium,False
654,1921-03-06,Italy,Switzerland,2.0,1.0,Friendly,Milan,Italy,False
655,1921-03-14,Wales,England,0.0,0.0,British Home Championship,Cardiff,Wales,False
660,1921-04-07,Paraguay,Argentina,3.0,1.0,Friendly,Asunción,Paraguay,False
662,1921-04-09,Scotland,England,3.0,0.0,British Home Championship,Glasgow,Scotland,False
664,1921-04-14,Paraguay,Argentina,2.0,2.0,Friendly,Asunción,Paraguay,False
667,1921-05-01,Switzerland,Austria,2.0,2.0,Friendly,St. Gallen,Switzerland,False
668,1921-05-05,Belgium,Italy,2.0,3.0,Friendly,Antwerp,Belgium,False
671,1921-05-15,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False
672,1921-05-21,Belgium,England,0.0,2.0,Friendly,Brussels,Belgium,False
673,1921-05-25,Norway,Finland,3.0,2.0,Friendly,Kristiania,Norway,False
682,1921-06-19,Norway,Sweden,3.0,1.0,Friendly,Kristiania,Norway,False
691,1921-09-18,Sweden,Norway,0.0,3.0,Friendly,Stockholm,Sweden,False
692,1921-10-02,Argentina,Brazil,1.0,0.0,Copa América,Buenos Aires,Argentina,False
693,1921-10-02,Denmark,Norway,3.0,1.0,Friendly,Copenhagen,Denmark,False
697,1921-10-16,Argentina,Paraguay,3.0,0.0,Copa América,Buenos Aires,Argentina,False
698,1921-10-22,Northern Ireland,England,1.0,1.0,British Home Championship,Belfast,Ireland,False
701,1921-10-30,Argentina,Uruguay,1.0,0.0,Copa América,Buenos Aires,Argentina,False
704,1921-11-06,Switzerland,Italy,1.0,1.0,Friendly,Geneva,Switzerland,False
706,1921-11-13,France,Netherlands,0.0,5.0,Friendly,Vincennes,France,False
708,1921-12-18,Spain,Portugal,3.0,1.0,Friendly,Madrid,Spain,False
709,1922-01-15,France,Belgium,2.0,1.0,Friendly,Colombes,France,False
715,1922-03-13,England,Wales,1.0,0.0,British Home Championship,Liverpool,England,False
716,1922-03-26,Belgium,Netherlands,4.0,0.0,Friendly,Antwerp,Belgium,False
717,1922-03-26,Germany,Switzerland,2.0,2.0,Friendly,Frankfurt,Germany,False
719,1922-04-08,England,Scotland,0.0,1.0,British Home Championship,Birmingham,England,False
720,1922-04-15,Belgium,Denmark,0.0,0.0,Friendly,Liège,Belgium,False
725,1922-04-30,France,Spain,0.0,4.0,Friendly,Le Bouscat,France,False
727,1922-05-07,Netherlands,Belgium,1.0,2.0,Friendly,Amsterdam,Netherlands,False
729,1922-05-21,Italy,Belgium,4.0,2.0,Friendly,Milan,Italy,False
730,1922-05-25,Norway,Northern Ireland,2.0,1.0,Friendly,Bergen,Norway,False
734,1922-06-11,Austria,Switzerland,7.0,1.0,Friendly,Vienna,Austria,False
736,1922-06-11,Norway,France,7.0,0.0,Friendly,Kristiania,Norway,False
737,1922-06-15,Hungary,Switzerland,1.0,1.0,Friendly,Budapest,Hungary,False
745,1922-07-16,Argentina,Basque Country,4.0,0.0,Friendly,Buenos Aires,Argentina,False
747,1922-07-27,Argentina,Basque Country,3.0,1.0,Friendly,Buenos Aires,Argentina,False
750,1922-08-23,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,False
751,1922-08-26,Finland,Norway,1.0,3.0,Friendly,Helsinki,Finland,False
753,1922-09-10,Norway,Denmark,3.0,3.0,Friendly,Fredrikstad,Norway,False
759,1922-09-24,Norway,Sweden,0.0,5.0,Friendly,Kristiania,Norway,False
760,1922-09-28,Argentina,Chile,4.0,0.0,Copa América,Rio de Janeiro,Brazil,True
765,1922-10-08,Argentina,Uruguay,0.0,1.0,Copa América,Rio de Janeiro,Brazil,True
767,1922-10-15,Brazil,Argentina,2.0,0.0,Copa América,Rio de Janeiro,Brazil,False
768,1922-10-18,Argentina,Paraguay,2.0,0.0,Copa América,Rio de Janeiro,Brazil,True
769,1922-10-21,England,Northern Ireland,2.0,0.0,British Home Championship,West Bromwich,England,False
770,1922-10-22,Argentina,Chile,1.0,0.0,Friendly,Buenos Aires,Argentina,False
771,1922-10-22,Brazil,Argentina,2.0,1.0,Copa Roca,São Paulo,Brazil,False
774,1922-11-12,Uruguay,Argentina,1.0,0.0,Copa Lipton,Montevideo,Uruguay,False
775,1922-11-19,Switzerland,Netherlands,5.0,0.0,Friendly,Bern,Switzerland,False
778,1922-12-03,Italy,Switzerland,2.0,2.0,Friendly,Bologna,Italy,False
779,1922-12-10,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
780,1922-12-17,Argentina,Uruguay,2.0,2.0,Copa Newton,Buenos Aires,Argentina,False
781,1922-12-17,Portugal,Spain,1.0,2.0,Friendly,Lisbon,Portugal,False
787,1923-01-21,Switzerland,Austria,2.0,0.0,Friendly,Geneva,Switzerland,False
788,1923-01-28,Spain,France,3.0,0.0,Friendly,San Sebastián,Spain,False
789,1923-02-04,Belgium,Spain,1.0,0.0,Friendly,Antwerp,Belgium,False
791,1923-02-25,Belgium,France,4.0,1.0,Friendly,Forest,Belgium,False
795,1923-03-05,Wales,England,2.0,2.0,British Home Championship,Cardiff,Wales,False
796,1923-03-11,Switzerland,Hungary,1.0,6.0,Friendly,Lausanne,Switzerland,False
798,1923-03-19,England,Belgium,6.0,1.0,Friendly,London,England,False
799,1923-04-02,Netherlands,France,8.0,1.0,Friendly,Amsterdam,Netherlands,False
802,1923-04-14,Scotland,England,2.0,2.0,British Home Championship,Glasgow,Scotland,False
805,1923-04-22,France,Switzerland,2.0,2.0,Friendly,Vincennes,France,False
807,1923-04-29,Netherlands,Belgium,1.0,1.0,Friendly,Amsterdam,Netherlands,False
810,1923-05-10,France,England,1.0,4.0,Friendly,Vincennes,France,False
812,1923-05-20,Argentina,Paraguay,0.0,2.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
813,1923-05-21,Sweden,England,2.0,4.0,Friendly,Stockholm,Sweden,False
816,1923-05-24,Sweden,England,1.0,3.0,Friendly,Solna,Sweden,False
818,1923-05-25,Argentina,Paraguay,1.0,0.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
821,1923-06-03,Switzerland,Germany,1.0,2.0,Friendly,Basel,Switzerland,False
826,1923-06-17,Denmark,Switzerland,3.0,2.0,Friendly,Copenhagen,Denmark,False
827,1923-06-17,Norway,Finland,3.0,0.0,Friendly,Kristiania,Norway,False
829,1923-06-21,Norway,Switzerland,2.0,2.0,Friendly,Kristiania,Norway,False
830,1923-06-24,Argentina,Uruguay,0.0,0.0,Copa Lipton,Buenos Aires,Argentina,False
835,1923-07-15,Argentina,Uruguay,2.0,2.0,Friendly,Buenos Aires,Argentina,False
836,1923-07-22,Uruguay,Argentina,2.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
843,1923-09-16,Norway,Sweden,2.0,3.0,Friendly,Kristiania,Norway,False
848,1923-09-30,Denmark,Norway,2.0,1.0,Friendly,Copenhagen,Denmark,False
850,1923-09-30,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
852,1923-10-20,Northern Ireland,England,2.0,1.0,British Home Championship,Belfast,Northern Ireland,False
855,1923-10-28,France,Norway,0.0,2.0,Friendly,Paris,France,False
857,1923-10-29,Argentina,Paraguay,4.0,3.0,Copa América,Montevideo,Uruguay,True
858,1923-11-01,Belgium,England,2.0,2.0,Friendly,Antwerp,Belgium,False
860,1923-11-01,Brittany,Norway,1.0,5.0,Friendly,Rennes,France,False
861,1923-11-04,Germany,Norway,1.0,0.0,Friendly,Hamburg,Germany,False
864,1923-11-18,Argentina,Brazil,2.0,1.0,Copa América,Montevideo,Uruguay,True
866,1923-11-25,Netherlands,Switzerland,4.0,1.0,Friendly,Amsterdam,Netherlands,False
869,1923-12-02,Argentina,Brazil,0.0,2.0,Friendly,Buenos Aires,Argentina,False
870,1923-12-02,Uruguay,Argentina,2.0,0.0,Copa América,Montevideo,Uruguay,False
871,1923-12-09,Argentina,Brazil,2.0,0.0,Copa Roca,Buenos Aires,Argentina,False
875,1923-12-16,Spain,Portugal,3.0,0.0,Friendly,Seville,Spain,False
876,1924-01-13,France,Belgium,2.0,0.0,Friendly,Montrouge,France,False
882,1924-03-03,England,Wales,1.0,2.0,British Home Championship,Blackburn,England,False
883,1924-03-09,Italy,Spain,0.0,0.0,Friendly,Milan,Italy,False
884,1924-03-13,Catalonia,Spain,0.0,7.0,Friendly,Barcelona,Spain,False
886,1924-03-23,Netherlands,Belgium,1.0,1.0,Friendly,Amsterdam,Netherlands,False
887,1924-03-23,Switzerland,France,3.0,0.0,Friendly,Geneva,Switzerland,False
892,1924-04-12,England,Scotland,1.0,1.0,British Home Championship,London,England,False
894,1924-04-21,Switzerland,Denmark,2.0,0.0,Friendly,Basel,Switzerland,False
896,1924-04-27,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False
899,1924-05-15,Paraguay,Argentina,1.0,3.0,Copa Chevallier Boutell,Asunción,Paraguay,False
900,1924-05-17,France,England,1.0,3.0,Friendly,Vincennes,France,False
901,1924-05-18,Paraguay,Argentina,2.0,1.0,Copa Chevallier Boutell,Asunción,Paraguay,False
903,1924-05-18,Switzerland,Hungary,4.0,2.0,Friendly,Zürich,Switzerland,False
906,1924-05-25,Argentina,Uruguay,4.0,0.0,Copa Newton,Buenos Aires,Argentina,False
907,1924-05-25,Uruguay,Argentina,2.0,0.0,Copa Lipton,Montevideo,Uruguay,False
908,1924-05-25,Italy,Spain,1.0,0.0,Olympic Games,Colombes,France,True
910,1924-05-25,Switzerland,Lithuania,9.0,0.0,Olympic Games,Vincennes,France,True
911,1924-05-25,United States,Estonia,1.0,0.0,Olympic Games,Vincennes,France,True
914,1924-05-27,Egypt,Lithuania,10.0,0.0,Friendly,Vincennes,France,True
915,1924-05-27,France,Latvia,7.0,0.0,Olympic Games,Paris,France,False
917,1924-05-28,Switzerland,Czechoslovakia,1.0,1.0,Olympic Games,Paris,France,True
920,1924-05-29,Sweden,Belgium,8.0,1.0,Olympic Games,Colombes,France,True
921,1924-05-29,Egypt,Hungary,3.0,0.0,Olympic Games,Paris,France,True
922,1924-05-29,Uruguay,United States,3.0,0.0,Olympic Games,Paris,France,True
923,1924-05-30,Switzerland,Czechoslovakia,1.0,0.0,Olympic Games,Paris,France,True
924,1924-06-01,France,Uruguay,1.0,5.0,Olympic Games,Colombes,France,False
925,1924-06-01,Sweden,Egypt,5.0,0.0,Olympic Games,Paris,France,True
926,1924-06-02,Switzerland,Italy,2.0,1.0,Olympic Games,Paris,France,True
928,1924-06-04,France,Hungary,0.0,1.0,Friendly,Le Havre,France,False
929,1924-06-05,Switzerland,Sweden,2.0,1.0,Olympic Games,Colombes,France,True
934,1924-06-09,Uruguay,Switzerland,3.0,0.0,Olympic Games,Colombes,France,True
935,1924-06-10,Poland,United States,2.0,3.0,Friendly,Warsaw,Poland,False
938,1924-06-15,Norway,Germany,0.0,2.0,Friendly,Kristiania,Norway,False
942,1924-06-22,Austria,Egypt,3.0,1.0,Friendly,Vienna,Austria,False
947,1924-06-29,Sweden,Egypt,5.0,0.0,Friendly,Stockholm,Sweden,False
954,1924-08-23,Finland,Norway,2.0,0.0,Friendly,Helsinki,Finland,False
961,1924-09-14,Norway,Denmark,1.0,3.0,Nordic Championship,Kristiania,Norway,False
963,1924-09-21,Sweden,Norway,6.0,1.0,Nordic Championship,Solna,Sweden,False
964,1924-09-21,Uruguay,Argentina,1.0,1.0,Friendly,Montevideo,Uruguay,False
967,1924-10-02,Argentina,Uruguay,2.0,1.0,Friendly,Buenos Aires,Argentina,False
968,1924-10-05,Denmark,Belgium,2.0,1.0,Friendly,Copenhagen,Denmark,False
969,1924-10-12,Argentina,Paraguay,0.0,0.0,Copa América,Montevideo,Uruguay,True
972,1924-10-22,England,Northern Ireland,3.0,1.0,British Home Championship,Liverpool,England,False
973,1924-10-25,Argentina,Chile,2.0,0.0,Copa América,Montevideo,Uruguay,True
977,1924-11-02,Uruguay,Argentina,0.0,0.0,Copa América,Montevideo,Uruguay,False
979,1924-11-11,Belgium,France,3.0,0.0,Friendly,Brussels,Belgium,False
983,1924-12-08,England,Belgium,4.0,0.0,Friendly,West Bromwich,England,False
984,1924-12-14,Germany,Switzerland,1.0,1.0,Friendly,Stuttgart,Germany,False
985,1924-12-21,Spain,Austria,2.0,1.0,Friendly,Barcelona,Spain,False
989,1925-02-28,Wales,England,1.0,2.0,British Home Championship,Swansea,Wales,False
991,1925-03-15,Belgium,Netherlands,0.0,1.0,Friendly,Antwerp,Belgium,False
992,1925-03-22,Austria,Switzerland,2.0,0.0,Friendly,Vienna,Austria,False
994,1925-03-22,Italy,France,7.0,0.0,Friendly,Turin,Italy,False
995,1925-03-25,Hungary,Switzerland,5.0,0.0,Friendly,Budapest,Hungary,False
1000,1925-04-04,Scotland,England,2.0,0.0,British Home Championship,Glasgow,Scotland,False
1003,1925-04-19,France,Austria,0.0,4.0,Friendly,Vincennes,France,False
1004,1925-04-19,Switzerland,Netherlands,4.0,1.0,Friendly,Zürich,Switzerland,False
1007,1925-05-03,Netherlands,Belgium,5.0,0.0,Friendly,Amsterdam,Netherlands,False
1013,1925-05-21,France,England,2.0,3.0,Friendly,Colombes,France,False
1014,1925-05-21,Hungary,Belgium,1.0,3.0,Friendly,Budapest,Hungary,False
1017,1925-05-24,Switzerland,Belgium,0.0,0.0,Friendly,Lausanne,Switzerland,False
1019,1925-06-01,Switzerland,Spain,0.0,3.0,Friendly,Bern,Switzerland,False
1020,1925-06-07,Norway,Finland,1.0,0.0,Friendly,Oslo,Norway,False
1022,1925-06-14,Spain,Italy,1.0,0.0,Friendly,Valencia,Spain,False
1024,1925-06-18,Portugal,Italy,1.0,0.0,Friendly,Lisbon,Portugal,False
1025,1925-06-21,Denmark,Norway,5.0,1.0,Nordic Championship,Copenhagen,Denmark,False
1028,1925-06-27,Canada,United States,1.0,0.0,Friendly,Montreal,Canada,False
1032,1925-07-09,Argentina,Paraguay,1.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1034,1925-07-12,Argentina,Paraguay,1.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1042,1925-08-23,Norway,Sweden,3.0,7.0,Nordic Championship,Oslo,Norway,False
1049,1925-09-27,Austria,Spain,0.0,1.0,Friendly,Vienna,Austria,False
1052,1925-10-04,Hungary,Spain,0.0,1.0,Friendly,Budapest,Hungary,False
1054,1925-10-24,Northern Ireland,England,0.0,0.0,British Home Championship,Belfast,Northern Ireland,False
1056,1925-10-25,Switzerland,Germany,0.0,4.0,Friendly,Basel,Switzerland,False
1062,1925-11-08,Switzerland,Austria,2.0,0.0,Friendly,Bern,Switzerland,False
1063,1925-11-08,United States,Canada,6.0,1.0,Friendly,New York,United States,False
1064,1925-11-29,Argentina,Paraguay,2.0,0.0,Copa América,Buenos Aires,Argentina,False
1067,1925-12-13,Argentina,Brazil,4.0,1.0,Copa América,Buenos Aires,Argentina,False
1068,1925-12-13,Belgium,Austria,3.0,4.0,Friendly,Liège,Belgium,False
1071,1925-12-20,Argentina,Paraguay,3.0,1.0,Copa América,Buenos Aires,Argentina,False
1072,1925-12-25,Argentina,Brazil,2.0,2.0,Copa América,Buenos Aires,Argentina,False
1078,1926-02-14,Belgium,Hungary,0.0,2.0,Friendly,Brussels,Belgium,False
1081,1926-03-01,England,Wales,1.0,3.0,British Home Championship,London,England,False
1084,1926-03-14,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False
1086,1926-03-28,Netherlands,Switzerland,5.0,0.0,Friendly,Amsterdam,Netherlands,False
1087,1926-04-11,France,Belgium,4.0,3.0,Friendly,Vincennes,France,False
1089,1926-04-17,England,Scotland,0.0,1.0,British Home Championship,Manchester,England,False
1090,1926-04-18,France,Portugal,4.0,2.0,Friendly,Toulouse,France,False
1092,1926-04-18,Switzerland,Italy,1.0,1.0,Friendly,Zürich,Switzerland,False
1093,1926-04-25,France,Switzerland,1.0,0.0,Friendly,Colombes,France,False
1098,1926-05-02,Netherlands,Belgium,1.0,5.0,Friendly,Amsterdam,Netherlands,False
1101,1926-05-09,Italy,Switzerland,3.0,2.0,Friendly,Milan,Italy,False
1102,1926-05-24,Belgium,England,3.0,5.0,Friendly,Antwerp,Belgium,False
1103,1926-05-29,Argentina,Paraguay,2.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1104,1926-05-30,Austria,France,4.0,1.0,Friendly,Vienna,Austria,False
1106,1926-06-03,Argentina,Paraguay,2.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1107,1926-06-06,Finland,Norway,2.0,5.0,Friendly,Helsinki,Finland,False
1109,1926-06-09,Sweden,Norway,3.0,2.0,Nordic Championship,Stockholm,Sweden,False
1112,1926-06-13,France,Yugoslavia,4.0,1.0,Friendly,Colombes,France,False
1114,1926-06-20,Belgium,France,2.0,2.0,Friendly,Brussels,Belgium,False
1133,1926-09-19,Norway,Denmark,2.0,2.0,Nordic Championship,Oslo,Norway,False
1138,1926-10-10,Austria,Switzerland,7.0,1.0,Friendly,Vienna,Austria,False
1139,1926-10-10,Norway,Poland,3.0,4.0,Friendly,Fredrikstad,Norway,False
1141,1926-10-16,Argentina,Bolivia,5.0,0.0,Copa América,Santiago,Chile,True
1143,1926-10-20,Argentina,Paraguay,8.0,0.0,Copa América,Santiago,Chile,True
1144,1926-10-20,England,Northern Ireland,3.0,3.0,British Home Championship,Liverpool,England,False
1146,1926-10-24,Argentina,Uruguay,0.0,2.0,Copa América,Santiago,Chile,True
1150,1926-10-31,Chile,Argentina,1.0,1.0,Copa América,Santiago,Chile,False
1154,1926-11-06,United States,Canada,6.0,2.0,Friendly,New York,United States,False
1158,1926-12-12,Germany,Switzerland,2.0,3.0,Friendly,Munich,Germany,False
1159,1926-12-19,Spain,Hungary,4.0,2.0,Friendly,Vigo,Spain,False
1160,1926-12-26,Portugal,Hungary,3.0,3.0,Friendly,Porto,Portugal,False
1161,1927-01-02,Belgium,Czechoslovakia,2.0,3.0,Friendly,Liège,Belgium,False
1162,1927-01-30,Switzerland,Italy,1.0,5.0,Friendly,Geneva,Switzerland,False
1163,1927-02-12,Wales,England,3.0,3.0,British Home Championship,Wrexham,Wales,False
1166,1927-03-13,Belgium,Netherlands,2.0,0.0,Friendly,Antwerp,Belgium,False
1167,1927-03-16,Portugal,France,4.0,0.0,Friendly,Lisbon,Portugal,False
1169,1927-04-02,Scotland,England,1.0,2.0,British Home Championship,Glasgow,Scotland,False
1170,1927-04-03,Belgium,Sweden,2.0,1.0,Friendly,Forest,Belgium,False
1175,1927-04-17,Italy,Portugal,3.0,1.0,Friendly,Turin,Italy,False
1176,1927-04-17,Spain,Switzerland,1.0,0.0,Friendly,Santander,Spain,False
1178,1927-04-24,France,Italy,3.0,3.0,Friendly,Colombes,France,False
1180,1927-05-01,Netherlands,Belgium,3.0,2.0,Friendly,Amsterdam,Netherlands,False
